Ensembl.ID.supplied.by.Ensembl.	NCBI.Gene.ID.supplied.by.NCBI.	Approved.symbol	UniProt.ID.supplied.by.UniProt.	X0Gene	logFC	P.Value	adj.P.Val
ENSG00000004846	340273	ABCB5	Q2M3G0	X64.ENSG00000004846	0.034817857	0.424378783	1
ENSG00000004848	170302	ARX	Q96QS3	X65.ENSG00000004848	0.051958333	0.028184744	1
ENSG00000004864	10165	SLC25A13	Q9UJS0	X66.ENSG00000004864	0.294869048	0.237190842	1
ENSG00000004866	7982	ST7	Q9NRC1	X67.ENSG00000004866	0.215892857	0.325415454	1
ENSG00000004897	996	CDC27	P30260	X68.ENSG00000004897	0.157138095	0.076667752	1
ENSG00000004939	6521	SLC4A1	P02730	X69.ENSG00000004939	-0.043652381	0.625292698	1
ENSG00000004948	799	CALCR	P30988	X70.ENSG00000004948	0.042485714	0.18851934	1
ENSG00000004961	3052	HCCS	P53701	X71.ENSG00000004961	0.116220238	0.467424605	1
ENSG00000004975	1856	DVL2	O14641	X72.ENSG00000004975	-0.12007381	0.485859089	1
ENSG00000005001	64063	PRSS22	Q9GZN4	X73.ENSG00000005001	0.153327381	0.545096514	1
ENSG00000005007	5976	UPF1	Q92900	X74.ENSG00000005007	-0.118111905	0.469690963	1
ENSG00000005020	8935	SKAP2	O75563	X75.ENSG00000005020	0.695522619	0.214330537	1
ENSG00000005022	292	SLC25A5	P05141	X76.ENSG00000005022	0.230883333	0.080092767	1
ENSG00000005059	55013	MCUB	Q9NWR8	X77.ENSG00000005059	0.121463095	0.325695231	1
ENSG00000005073	3207	HOXA11	P31270	X78.ENSG00000005073	-0.00327381	0.938580194	1
ENSG00000005075	5439	POLR2J	P52435	X79.ENSG00000005075	-0.06952381	0.501022616	1
ENSG00000005100	56919	DHX33	Q9H6R0	X80.ENSG00000005100	0.072267857	0.764843808	1
ENSG00000005102	4222	MEOX1	P50221	X81.ENSG00000005102	0.087985714	0.742088349	1
ENSG00000005108	221981	THSD7A	Q9UPZ6	X82.ENSG00000005108	0.131130952	0.435489109	1
ENSG00000005156	3980	LIG3	P49916	X83.ENSG00000005156	-0.076082143	0.610460054	1
ENSG00000005175	79657	RPAP3	Q9H6T3	X84.ENSG00000005175	0.18215119	0.43383436	1
ENSG00000005187	6296	ACSM3	Q53FZ2	X85.ENSG00000005187	0.249619048	0.150509591	1
ENSG00000005189	81691	REXO5	Q96IC2	X86.ENSG00000005189	0.131430952	0.62791069	1
ENSG00000005194	57019	CIAPIN1	Q6FI81	X87.ENSG00000005194	0.002285714	0.984933469	1
ENSG00000005206	56928	SPPL2B	Q8TCT7	X88.ENSG00000005206	-0.004582143	0.975220383	1
ENSG00000005238	80256	FAM214B	Q7L5A3	X89.ENSG00000005238	0.711990476	0.054271463	1
ENSG00000005243	51226	COPZ2	Q9P299	X90.ENSG00000005243	0.245564286	0.355522271	1
ENSG00000005249	5577	PRKAR2B	P31323	X91.ENSG00000005249	0.225921429	0.358270475	1
ENSG00000005302	10943	MSL3	Q8N5Y2	X92.ENSG00000005302	-0.165284524	0.234377197	1
ENSG00000005339	1387	CREBBP	Q92793	X93.ENSG00000005339	-0.165721429	0.166273366	1
ENSG00000005379	9256	TSPOAP1	O95153	X94.ENSG00000005379	0.008617857	0.977905655	1
ENSG00000005381	4353	MPO	P05164	X95.ENSG00000005381	0.133355952	0.690650672	1
ENSG00000005421	5444	PON1	P27169	X96.ENSG00000005421	-0.004035714	0.849104912	1
ENSG00000005436	6936	GCFC2	P16383	X97.ENSG00000005436	0.232978571	0.206779502	1
ENSG00000005448	84058	WDR54	Q9H977	X98.ENSG00000005448	0.203311905	0.573569844	1
ENSG00000005469	54677	CROT	Q9UKG9	X99.ENSG00000005469	0.258575	0.396346503	1
ENSG00000005471	5244	ABCB4	P21439	X100.ENSG00000005471	-0.012665476	0.963584709	1
ENSG00000005483	55904	KMT2E	Q8IZD2	X101.ENSG00000005483	-0.009670238	0.954747026	1
ENSG00000005486	57414	RHBDD2	Q6NTF9	X102.ENSG00000005486	-0.226933333	0.506067524	1
ENSG00000005513	30812	SOX8	P57073	X103.ENSG00000005513	0.013527381	0.953853578	1
ENSG00000005700	25998	IBTK	Q9P2D0	X104.ENSG00000005700	0.093182143	0.640453206	1
ENSG00000005801	7748	ZNF195	O14628	X105.ENSG00000005801	0.035147619	0.861994318	1
ENSG00000005810	23077	MYCBP2	O75592	X106.ENSG00000005810	-0.014695238	0.931552358	1
ENSG00000005812	26224	FBXL3	Q9UKT7	X107.ENSG00000005812	0.016553571	0.892684621	1
ENSG00000005844	3683	ITGAL	P20701	X108.ENSG00000005844	0.221407143	0.454551019	1
ENSG00000005882	5164	PDK2	Q15119	X109.ENSG00000005882	0.120839286	0.668295502	1
ENSG00000005884	3675	ITGA3	P26006	X110.ENSG00000005884	0.28587619	0.492682974	1
ENSG00000005889	7543	ZFX	P17010	X111.ENSG00000005889	0.054619048	0.672022657	1
ENSG00000005893	3920	LAMP2	P13473	X112.ENSG00000005893	0.415171429	0.128842151	1
ENSG00000005961	3674	ITGA2B	P08514	X113.ENSG00000005961	-0.44262619	0.190608956	1
ENSG00000005981	51666	ASB4	Q9Y574	X114.ENSG00000005981	0.022783333	0.299382447	1
ENSG00000006007	51573	GDE1	Q9NZC3	X115.ENSG00000006007	0.308991667	0.063446749	1
ENSG00000006015	55049	REX1BD	Q96EN9	X116.ENSG00000006015	0.131804762	0.352450582	1
ENSG00000006016	9244	CRLF1	O75462	X117.ENSG00000006016	-0.173160714	0.357095889	1
ENSG00000006025	114881	OSBPL7	Q9BZF2	X118.ENSG00000006025	-0.113515476	0.481948478	1
ENSG00000006042	26022	TMEM98	Q9Y2Y6	X119.ENSG00000006042	0.016521429	0.875751314	1
ENSG00000006047	51087	YBX2	Q9Y2T7	X120.ENSG00000006047	-0.016088095	0.906307988	1
ENSG00000006059	3883	KRT33A	O76009	X121.ENSG00000006059	0	1	1
ENSG00000006062	9020	MAP3K14	Q99558	X122.ENSG00000006062	0.269711905	0.189850843	1
ENSG00000006071	6833	ABCC8	Q09428	X123.ENSG00000006071	-0.131740476	0.310622321	1
ENSG00000006116	10368	CACNG3	O60359	X124.ENSG00000006116	-0.052142857	0.036382112	1
ENSG00000006118	54972	TMEM132A	Q24JP5	X125.ENSG00000006118	0.263991667	0.470675	1
ENSG00000006125	163	AP2B1	P63010	X126.ENSG00000006125	0.230684524	0.08489484	1
ENSG00000006128	6863	TAC1	P20366	X127.ENSG00000006128	0.04324881	0.718083234	1
ENSG00000006194	10127	ZNF263	O14978	X128.ENSG00000006194	0.069591667	0.56733956	1
ENSG00000006210	6376	CX3CL1	P78423	X129.ENSG00000006210	0.053671429	0.51952527	1
ENSG00000006282	64847	SPATA20	Q8TB22	X130.ENSG00000006282	0.196339286	0.637978446	1
ENSG00000006283	8913	CACNA1G	O43497	X131.ENSG00000006283	-0.002963095	0.972933577	1
ENSG00000006327	51330	TNFRSF12A	Q9NP84	X132.ENSG00000006327	0.514132143	0.349874799	1
ENSG00000006377	1750	DLX6	P56179	X133.ENSG00000006377	0.060683333	0.17072109	1
ENSG00000006432	4293	MAP3K9	P80192	X134.ENSG00000006432	-0.350403571	0.204131497	1
ENSG00000006451	5898	RALA	P11233	X135.ENSG00000006451	-0.478707143	0.128932435	1
ENSG00000006453	55971	BAIAP2L1	Q9UHR4	X136.ENSG00000006453	0.300135714	0.167004652	1
ENSG00000006459	80853	KDM7A	Q6ZMT4	X137.ENSG00000006459	0.063563095	0.718329418	1
ENSG00000006468	2115	ETV1	P50549	X138.ENSG00000006468	0.056102381	0.671900405	1
ENSG00000006530	55750	AGK	Q53H12	X139.ENSG00000006530	0.007761905	0.954330339	1
ENSG00000006534	221	ALDH3B1	P43353	X140.ENSG00000006534	0.628125	0.090546366	1
ENSG00000006555	55001	TTC22	Q5TAA0	X141.ENSG00000006555	0.019307143	0.948585667	1
ENSG00000006576	57157	PHTF2	Q8N3S3	X142.ENSG00000006576	-0.083770238	0.417839997	1
ENSG00000006606	10344	CCL26	Q9Y258	X143.ENSG00000006606	-0.057259524	0.572183851	1
ENSG00000006607	9855	FARP2	O94887	X144.ENSG00000006607	0.058166667	0.763411124	1
ENSG00000006611	10083	USH1C	Q9Y6N9	X145.ENSG00000006611	-0.053725	0.24901788	1
ENSG00000006625	79017	GGCT	O75223	X146.ENSG00000006625	0.282215476	0.237786784	1
ENSG00000006634	10926	DBF4	Q9UBU7	X147.ENSG00000006634	-0.00502381	0.981437012	1
ENSG00000006638	6915	TBXA2R	P21731	X148.ENSG00000006638	0.059535714	0.783319153	1
ENSG00000006652	3475	IFRD1	O00458	X149.ENSG00000006652	-0.291666667	0.29007204	1
ENSG00000006659	56891	LGALS14	Q8TCE9	X150.ENSG00000006659	0.357041667	0.072067141	1
ENSG00000006695	1352	COX10	Q12887	X151.ENSG00000006695	-0.007294048	0.970813979	1
ENSG00000006704	9569	GTF2IRD1	Q9UHL9	X152.ENSG00000006704	-0.054452381	0.814753878	1
ENSG00000006712	54623	PAF1	Q8N7H5	X153.ENSG00000006712	-0.35885119	0.195558562	1
ENSG00000006715	27072	VPS41	P49754	X154.ENSG00000006715	-0.064507143	0.787963322	1
ENSG00000006740	9912	ARHGAP44	Q17R89	X155.ENSG00000006740	0.059084524	0.623680999	1
ENSG00000006744	60528	ELAC2	Q9BQ52	X156.ENSG00000006744	-0.019213095	0.896805595	1
ENSG00000006747	85477	SCIN	Q9Y6U3	X157.ENSG00000006747	0.17452619	0.272272948	1
ENSG00000006756	414	ARSD	P51689	X158.ENSG00000006756	0.566644048	0.169492686	1
ENSG00000006757	8228	PNPLA4	P41247	X159.ENSG00000006757	0.569489286	0.081200211	1
ENSG00000006788	8735	MYH13	Q9UKX3	X160.ENSG00000006788	-0.000141667	0.990982388	1
ENSG00000006831	79602	ADIPOR2	Q86V24	X161.ENSG00000006831	0.218069048	0.307355576	1
ENSG00000006837	51265	CDKL3	Q8IVW4	X162.ENSG00000006837	-0.041997619	0.838264939	1
ENSG00000007001	151531	UPP2	O95045	X163.ENSG00000007001	0.162508333	0.054212825	1
ENSG00000007038	10942	PRSS21	Q9Y6M0	X164.ENSG00000007038	0.516884524	0.270754126	1
ENSG00000007047	57787	MARK4	Q96L34	X165.ENSG00000007047	0.370430952	0.008075216	1
ENSG00000007062	8842	PROM1	O43490	X166.ENSG00000007062	-0.021995238	0.837582363	1
ENSG00000007080	115098	CCDC124	Q96CT7	X167.ENSG00000007080	0.076135714	0.516843774	1
ENSG00000007129	90273	CEACAM21	Q3KPI0	X168.ENSG00000007129	0.470561905	0.048900423	1
ENSG00000007168	5048	PAFAH1B1	P43034	X169.ENSG00000007168	-0.027813095	0.815537909	1
ENSG00000007171	4843	NOS2	P35228	X170.ENSG00000007171	0.05749881	0.129570575	1
ENSG00000007174	1770	DNAH9	Q9NYC9	X171.ENSG00000007174	0.085689286	0.635272568	1
ENSG00000007202	9703	KIAA0100	Q14667	X172.ENSG00000007202	0.161	0.045888858	1
ENSG00000007216	9058	SLC13A2	Q13183	X173.ENSG00000007216	0.012314286	0.563159147	1
ENSG00000007237	8522	GAS7	O60861	X174.ENSG00000007237	0.537164286	0.134179263	1
ENSG00000007255	79090	TRAPPC6A	O75865	X175.ENSG00000007255	0.33510119	0.120196858	1
ENSG00000007264	4145	MATK	P42679	X176.ENSG00000007264	-0.109671429	0.780664437	1
ENSG00000007306	1087	CEACAM7	Q14002	X177.ENSG00000007306	-0.023088095	0.812598243	1
ENSG00000007312	974	CD79B	P40259	X178.ENSG00000007312	0.279642857	0.435905447	1
ENSG00000007314	6329	SCN4A	P35499	X179.ENSG00000007314	0.002110714	0.945996241	1
ENSG00000007341	54879	ST7L	Q8TDW4	X180.ENSG00000007341	-0.029095238	0.884387152	1
ENSG00000007350	8277	TKTL1	P51854	X181.ENSG00000007350	0.149166667	0.511426775	1
ENSG00000007372	5080	PAX6	P26367	X182.ENSG00000007372	0.112725	0.641971908	1
ENSG00000007376	113000	RPUSD1	Q9UJJ7	X183.ENSG00000007376	0.180729762	0.380931256	1
ENSG00000007384	64285	RHBDF1	Q96CC6	X184.ENSG00000007384	0.032603571	0.886560079	1
ENSG00000007392	55692	LUC7L	Q9NQ29	X185.ENSG00000007392	-0.039661905	0.672863394	1
ENSG00000007402	9254	CACNA2D2	Q9NY47	X186.ENSG00000007402	-0.200791667	0.496034245	1
ENSG00000007516	8938	BAIAP3	O94812	X187.ENSG00000007516	-0.300392857	0.447518457	1
ENSG00000007520	115939	TSR3	Q9UJK0	X188.ENSG00000007520	0.07025119	0.65230256	1
ENSG00000007541	9091	PIGQ	Q9BRB3	X189.ENSG00000007541	-0.199003571	0.247082525	1
ENSG00000007545	57585	CRAMP1	Q96RY5	X190.ENSG00000007545	-0.034028571	0.796499993	1
ENSG00000007866	7005	TEAD3	Q99594	X191.ENSG00000007866	0.056435714	0.785582871	1
ENSG00000007908	6401	SELE	P16581	X192.ENSG00000007908	0.113684524	0.450732351	1
ENSG00000007923	55735	DNAJC11	Q9NVH1	X193.ENSG00000007923	-0.069158333	0.701408182	1
ENSG00000007933	2328	FMO3	P31513	X194.ENSG00000007933	0.104475	0.303050609	1
ENSG00000007944	29116	MYLIP	Q8WY64	X195.ENSG00000007944	-0.193820238	0.497479641	1
ENSG00000007952	27035	NOX1	Q9Y5S8	X196.ENSG00000007952	0.008540476	0.886322639	1
ENSG00000007968	1870	E2F2	Q14209	X197.ENSG00000007968	0.760227381	0.042488867	1
ENSG00000008018	5689	PSMB1	P20618	X198.ENSG00000008018	0.071657143	0.383214654	1
ENSG00000008056	6853	SYN1	P17600	X199.ENSG00000008056	-0.149760714	0.349305612	1
ENSG00000008083	3720	JARID2	Q92833	X200.ENSG00000008083	0.176941667	0.543988488	1
ENSG00000008086	6792	CDKL5	O76039	X201.ENSG00000008086	-0.174428571	0.390408359	1
ENSG00000008118	57172	CAMK1G	Q96NX5	X202.ENSG00000008118	-0.373691667	0.099656843	1
ENSG00000008128	728642	CDK11A	Q9UQ88	X203.ENSG00000008128	-0.003604762	0.985813038	1
ENSG00000008130	65220	NADK	O95544	X204.ENSG00000008130	0.324805952	0.365272818	1
ENSG00000008196	7021	TFAP2B	Q92481	X205.ENSG00000008196	0.034859524	0.392519599	1
ENSG00000008197	83741	TFAP2D	Q7Z6R9	X206.ENSG00000008197	0	1	1
ENSG00000008226	9940	DLEC1	Q9Y238	X207.ENSG00000008226	0.228389286	0.117204382	1
ENSG00000008256	9265	CYTH3	O43739	X208.ENSG00000008256	-0.056503571	0.820156492	1
ENSG00000008277	53616	ADAM22	Q9P0K1	X209.ENSG00000008277	-0.03647381	0.879341591	1
ENSG00000008282	6856	SYPL1	Q16563	X210.ENSG00000008282	0.104294048	0.308893381	1
ENSG00000008283	1534	CYB561	P49447	X211.ENSG00000008283	0.145913095	0.604279086	1
ENSG00000008294	9043	SPAG9	O60271	X212.ENSG00000008294	-0.117732143	0.478270528	1
ENSG00000008300	1951	CELSR3	Q9NYQ7	X213.ENSG00000008300	0.223496429	0.323350048	1
ENSG00000008311	10157	AASS	Q9UDR5	X214.ENSG00000008311	0.048510714	0.833205981	1
ENSG00000008323	55200	PLEKHG6	Q3KR16	X215.ENSG00000008323	0.087522619	0.809790925	1
ENSG00000008324	51188	SS18L2	Q9UHA2	X216.ENSG00000008324	0.00089881	0.994568243	1
ENSG00000008382	84954	MPND	Q8N594	X217.ENSG00000008382	0.012058333	0.948798064	1
ENSG00000008394	4257	MGST1	P10620	X218.ENSG00000008394	0.728610714	0.154265494	1
ENSG00000008405	1407	CRY1	Q16526	X219.ENSG00000008405	-0.063539286	0.828307301	1
ENSG00000008438	8993	PGLYRP1	O75594	X220.ENSG00000008438	-0.079535714	0.727967843	1
ENSG00000008441	4784	NFIX	Q14938	X221.ENSG00000008441	0.225741667	0.353899198	1
ENSG00000008513	6482	ST3GAL1	Q11201	X222.ENSG00000008513	0.003589286	0.981350603	1
ENSG00000008516	64386	MMP25	Q9NPA2	X223.ENSG00000008516	0.446461905	0.309130284	1
ENSG00000008517	9235	IL32	P24001	X224.ENSG00000008517	0.0621	0.915993071	1
ENSG00000008710	5310	PKD1	P98161	X225.ENSG00000008710	0.001605952	0.991464743	1
ENSG00000008735	23542	MAPK8IP2	Q13387	X226.ENSG00000008735	-0.089796429	0.269307969	1
ENSG00000008838	9862	MED24	O75448	X227.ENSG00000008838	0.007515476	0.955357249	1
ENSG00000008853	23221	RHOBTB2	Q9BYZ6	X228.ENSG00000008853	0.225933333	0.33300335	1
ENSG00000008869	54497	HEATR5B	Q9P2D3	X229.ENSG00000008869	0.104742857	0.714039789	1
ENSG00000008952	7095	SEC62	Q99442	X230.ENSG00000008952	-0.028435714	0.820804821	1
ENSG00000008988	6224	RPS20	P60866	X231.ENSG00000008988	-0.032385714	0.804678745	1
ENSG00000009307	7812	CSDE1	O75534	X232.ENSG00000009307	0.0396	0.726183799	1
ENSG00000009335	9690	UBE3C	Q15386	X233.ENSG00000009335	-0.07305119	0.786161272	1
ENSG00000009413	5980	REV3L	O60673	X234.ENSG00000009413	-0.012730952	0.956857814	1
ENSG00000009694	10178	TENM1	Q9UKZ4	X235.ENSG00000009694	0.183132143	0.430545167	1
ENSG00000009709	5081	PAX7	P23759	X236.ENSG00000009709	0.015345238	0.437723976	1
ENSG00000009724	10747	MASP2	O00187	X237.ENSG00000009724	0.142908333	0.370223153	1
ENSG00000009765	389434	IYD	Q6PHW0	X238.ENSG00000009765	0.003391667	0.908644222	1
ENSG00000009780	199870	FAM76A	Q8TAV0	X239.ENSG00000009780	0.193469048	0.060376169	1
ENSG00000009790	80342	TRAF3IP3	Q9Y228	X240.ENSG00000009790	0.173364286	0.34178028	1
ENSG00000009830	29954	POMT2	Q9UKY4	X241.ENSG00000009830	-0.140592857	0.526660346	1
ENSG00000009844	51534	VTA1	Q9NP79	X242.ENSG00000009844	-0.161722619	0.263284406	1
ENSG00000009950	51085	MLXIPL	Q9NP71	X243.ENSG00000009950	0.439170238	0.358204985	1
ENSG00000009954	9031	BAZ1B	Q9UIG0	X244.ENSG00000009954	0.195088095	0.068653837	1
ENSG00000010017	10048	RANBP9	Q96S59	X245.ENSG00000010017	-0.091978571	0.640454385	1
ENSG00000010030	51513	ETV7	Q9Y603	X246.ENSG00000010030	0.088829762	0.750647124	1
ENSG00000010072	83932	SPRTN	Q9H040	X247.ENSG00000010072	-0.097560714	0.56870433	1
ENSG00000010165	51603	EEF1AKNMT	Q8N6R0	X248.ENSG00000010165	0.090115476	0.784618996	1
ENSG00000010219	8798	DYRK4	Q9NR20	X249.ENSG00000010219	0.189790476	0.40475814	1
ENSG00000010244	7756	ZNF207	O43670	X250.ENSG00000010244	0.05055	0.491003146	1
ENSG00000010256	7384	UQCRC1	P31930	X251.ENSG00000010256	0.311509524	0.088995086	1
ENSG00000010270	83930	STARD3NL	O95772	X252.ENSG00000010270	-0.009846429	0.953334567	1
ENSG00000010278	928	CD9	P21926	X253.ENSG00000010278	0.93985119	0.085712297	1
ENSG00000010282	57467	HHATL	Q9HCP6	X254.ENSG00000010282	0.003465476	0.986124962	1
ENSG00000010292	9918	NCAPD2	Q15021	X255.ENSG00000010292	0.243170238	0.486197361	1
ENSG00000010295	25900	IFFO1	Q0D2I5	X256.ENSG00000010295	0.356280952	0.28449612	1
ENSG00000010310	2696	GIPR	P48546	X257.ENSG00000010310	-0.164817857	0.531227234	1
ENSG00000010318	51533	PHF7	Q9BWX1	X258.ENSG00000010318	-0.036995238	0.807455231	1
ENSG00000010319	56920	SEMA3G	Q9NS98	X259.ENSG00000010319	0.121746429	0.672905043	1
ENSG00000010322	11188	NISCH	Q9Y2I1	X260.ENSG00000010322	-0.031642857	0.696050424	1
ENSG00000010327	23166	STAB1	Q9NY15	X261.ENSG00000010327	0.745786905	0.052686777	1
ENSG00000010361	80199	FUZ	Q9BT04	X262.ENSG00000010361	0.058479762	0.843424006	1
ENSG00000010379	6540	SLC6A13	Q9NSD5	X263.ENSG00000010379	-0.256721429	0.237323968	1
ENSG00000010404	3423	IDS	P22304	X264.ENSG00000010404	-0.147577381	0.40536949	1
ENSG00000010438	5646	PRSS3	P35030	X265.ENSG00000010438	0.048833333	0.775881522	1
ENSG00000010539	7752	ZNF200	P98182	X266.ENSG00000010539	-0.253234524	0.301867434	1
ENSG00000010610	920	CD4	P01730	X267.ENSG00000010610	0.363445238	0.213792325	1
ENSG00000010626	10233	LRRC23	Q53EV4	X268.ENSG00000010626	-0.055363095	0.866954287	1
ENSG00000010671	695	BTK	Q06187	X269.ENSG00000010671	0.636615476	0.22968451	1
ENSG00000010704	3077	HFE	Q30201	X270.ENSG00000010704	0.376360714	0.277735241	1
ENSG00000010803	22955	SCMH1	Q96GD3	X271.ENSG00000010803	0.04444881	0.779088082	1
ENSG00000010810	2534	FYN	P06241	X272.ENSG00000010810	-0.188342857	0.278434468	1
ENSG00000010818	3097	HIVEP2	P31629	X273.ENSG00000010818	0.123139286	0.711221872	1
ENSG00000010932	2326	FMO1	Q01740	X274.ENSG00000010932	0.025175	0.371422029	1
ENSG00000011007	6924	ELOA	Q14241	X275.ENSG00000011007	0.143335714	0.163544098	1
ENSG00000011009	11313	LYPLA2	O95372	X276.ENSG00000011009	0.276347619	0.032435617	1
ENSG00000011021	1185	CLCN6	P51797	X277.ENSG00000011021	0.217466667	0.175519773	1
ENSG00000011028	9902	MRC2	Q9UBG0	X278.ENSG00000011028	0.039872619	0.895107212	1
